conf,year,title,doi,in_scope,out of scope comment,pagesim,nav,depth,limit,pageload,objective,needs navigation,topic,nonav reason
imc,2017,The Ad Wars: Retrospective Measurement and Analysis of Anti-Adblock Filter Lists,https://doi.org/10.1145/3131365.3131387,yes,,Homepage,Homepage,Homepage,Homepage,180 sec,Predefined URL List,no,"Privacy, Measurements",
imc,2017,The Web Centipede: Understanding How Web Communities Influence Each Other through the Lens of Mainstream and Alternative News Sources,https://doi.org/10.1145/3131365.3131390,no,custom app crawler,,,,,,,,,
imc,2017,Tripwire: Inferring Internet Site Compromise,https://doi.org/10.1145/3131365.3131391,yes,,None,Rule-based,Unspecified,Unspecified,Unspecified,,,"Cybercrime, Network Security",
imc,2017,Your State is Not Mine: A Closer Look at Evading Stateful Internet Censorship,https://doi.org/10.1145/3131365.3131374,no,no crawl,,,,,,,,,
imc,2018,403 Forbidden: A Global View of CDN Geoblocking,https://doi.org/10.1145/3278532.3278552,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Censorship,no,"Measurements, Censorship",
imc,2018,An Empirical Analysis of the Commercial VPN Ecosystem,https://doi.org/10.1145/3278532.3278570,no,custom app crawler,,,,,,,,,
imc,2018,Where The Light Gets In: Analyzing Web Censorship Mechanisms in India,https://doi.org/10.1145/3278532.3278555,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Censorship,no,"Measurements, Censorship",
imc,2019,A Longitudinal Analysis of the Ads.Txt Standard,https://doi.org/10.1145/3355369.3355603,yes,,URL,Random,None,16,10 sec,,,Measurements,
imc,2019,An Empirical Study of the Cost of DNS-over-HTTPS,https://doi.org/10.1145/3355369.3355575,yes,,Homepage,Homepage,Homepage,Homepage,onload,Page Resources,yes,"Network Security, Measurements",
imc,2019,Measuring EWhoring,https://doi.org/10.1145/3355369.3355597,no,custom app crawler,,,,,,,,,
imc,2019,No More Chasing Waterfalls: A Measurement Study of the Header Bidding Ad-Ecosystem,https://doi.org/10.1145/3355369.3355582,yes,,Homepage,Homepage,Homepage,Homepage,60 sec,JavaScript Analysis,yes,Measurements,
imc,2019,Tales from the Porn: A Comprehensive Privacy Analysis of the Web Porn Ecosystem,https://doi.org/10.1145/3355369.3355583,yes,,None,Rule-based,1,None,120 sec,,,"Measurements, Privacy",
imc,2019,VisibleV8: In-Browser Monitoring of JavaScript in the Wild,https://doi.org/10.1145/3355369.3355599,yes,,None,Random,None,None,onload,,,"Measurements, Privacy",
imc,2020,Accept the Risk and Continue: Measuring the Long Tail of Government Https Adoption,https://doi.org/10.1145/3419394.3423645,yes,,URL,BFS,7,None,Unspecified,,,"Measurements, Web Security",
imc,2020,Analyzing Third Party Service Dependencies in Modern Web Services: Have We Learned from the Mirai-Dyn Incident?,https://doi.org/10.1145/3419394.3423664,yes,,Homepage,Homepage,Homepage,Homepage,render,In-Browser Network Activity,yes,"Measurements, Web Security","We only analyze dependencies on the landing pages. This is representative as shown by [35] where they found that on average, the root page of each site loads content from 87% of the union of external domains that all pages (landing and internal) depend on. However, we miss dependencies that may manifest deeper in the content hierarchy."
imc,2020,Hiding in Plain Site: Detecting JavaScript Obfuscation through Concealed Browser API Usage,https://doi.org/10.1145/3419394.3423616,yes,,Homepage,Homepage,Homepage,Homepage,30 sec,JavaScript Analysis,yes,"Measurements, Web Security",
imc,2020,How China Detects and Blocks Shadowsocks,https://doi.org/10.1145/3419394.3423644,yes,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,Censorship,
imc,2020,Identifying Sensitive URLs at Web-Scale,https://doi.org/10.1145/3419394.3423653,no,offline crawl,,,,,,,,,
imc,2020,Measuring the Emergence of Consent Management on the Web,https://doi.org/10.1145/3419394.3423647,yes,,Homepage,Homepage,Homepage,Homepage,45 sec,Predefined URL List,no,"Measurements, Privacy",
imc,2020,On Landing and Internal Web Pages: The Strange Case of Jekyll and Hyde in Web Performance Measurement,https://doi.org/10.1145/3419394.3423626,yes,,URL,Search-based,N/A,50,onload,,,Measurements,
imc,2020,"Unresolved Issues: Prevalence, Persistence, and Perils of Lame Delegations",https://doi.org/10.1145/3419394.3423623,no,dns scan,,,,,,,,,
imc,2020,When Push Comes to Ads: Measuring the Rise of (Malicious) Push Advertising,https://doi.org/10.1145/3419394.3423631,yes,,Homepage,Homepage,Homepage,Homepage,5 min,Predefined URL List,no,Measurements,
imc,2021,HLISA: Towards a More Reliable Measurement Tool,https://doi.org/10.1145/3487552.3487843,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Censorship,no,Measurements,
imc,2021,Knock and Talk: Investigating Local Network Communications on Websites,https://doi.org/10.1145/3487552.3487857,yes,,Homepage,Homepage,Homepage,Homepage,20 sec,In-Browser Network Activity,yes,Measurements,"We only fetch the landing pages of top domains, and our crawler does not simulate user interactions with the webpages. As a consequence, our data does not capture the behavior of internal website pages, nor activity triggered by user actions. Thus, the number of domains for which we identify local network activity is a lower bound of the true number of websites exhibiting such behavior."
imc,2021,"Polls, Clickbait, and Commemorative $2 Bills: Problematic Political Advertising on News and Media Websites around the 2020 U.S. Elections",https://doi.org/10.1145/3487552.3487850,yes,,LSH,BFS,1,None,Unspecified,,,Measurements,
imc,2021,Sharding and HTTP/2 Connection Reuse Revisited: Why Are There Still Redundant Connections?,https://doi.org/10.1145/3487552.3487832,yes,,Homepage,Homepage,Homepage,Homepage,300 sec,In-Browser Network Activity,yes,"Measurements, Networks","Also, we only review landing pages, which can show different behavior than internal pages"
imc,2021,Towards Identifying Networks with Internet Clients Using Public Data,https://doi.org/10.1145/3487552.3487844,no,dns scan,,,,,,,,,
imc,2021,TrackerSift: Untangling Mixed Tracking and Functional Web Resources,https://doi.org/10.1145/3487552.3487855,yes,,Homepage,Homepage,Homepage,Homepage,Onload + 10 sec,Page Resources,yes,"Web Security, Privacy, Measurements","Finally, our web crawls are limited to the landing pages and the results might vary for internal pages"
imc,2021,Web Censorship Measurements of HTTP/3 over QUIC,https://doi.org/10.1145/3487552.3487836,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Censorship,no,"Censorship, Measurements",
imc,2021,Who You Gonna Call? An Empirical Evaluation of Website Security.Txt Deployment,https://doi.org/10.1145/3487552.3487841,yes,,Homepage,Homepage,Homepage,Homepage,4 sec,Predefined URL List,no,"Measurements, Web Security",
imc,2021,Who's Got Your Mail? Characterizing Mail Service Provider Usage,https://doi.org/10.1145/3487552.3487820,no,dns scan,,,,,,,,,
imc,2022,A Browser-Side View of Starlink Connectivity,https://doi.org/10.1145/3517745.3561457,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Measurements,
imc,2022,Causal Impact of Android Go on Mobile Web Performance,https://doi.org/10.1145/3517745.3561456,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Measurements,
imc,2022,DNS Privacy with Speed? Evaluating DNS over QUIC and Its Impact on Web Performance,https://doi.org/10.1145/3517745.3561445,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Measurements,"Note that the Web performance measurements only consider a total number of 10 webpages, which might not be representative for the Web as a whole; with an increased number of requests per page and increased webpage complexity, the benefits of DoQ in comparison to DoH are diminished due to amortization and other confounding factors such as webpage rendering."
imc,2022,HTML Violations and Where to Find Them: A Longitudinal Analysis of Specification Violations in HTML,https://doi.org/10.1145/3517745.3561437,no,uses offline dataset,,,,,,,,,
imc,2022,Measuring UID Smuggling in the Wild,https://doi.org/10.1145/3517745.3561415,yes,,URL,Random,10,11,10 sec,,,"Measurements, Privacy",
imc,2022,No Keys to the Kingdom Required: A Comprehensive Investigation of Missing Authentication Vulnerabilities in the Wild,https://doi.org/10.1145/3517745.3561446,yes,,Homepage,Homepage,Homepage,Homepage,depends on a plugin,Predefined URL List,no,"Measurements, Web Security",
imc,2022,PhishInPatterns: Measuring Elicited User Interactions at Scale on Phishing Websites,https://doi.org/10.1145/3517745.3561467,yes,,dom hash,Rule-based,None,None,networkidle2,,,"Cybercrime, Measurements",
imc,2022,Respect the ORIGIN! A Best-Case Evaluation of Connection Coalescing in the Wild,https://doi.org/10.1145/3517745.3561453,yes,,Homepage,Homepage,Homepage,Homepage,onload,Page Resources,yes,"Network Security, Privacy, Measurements",
imc,2022,"SPFail: Discovering, Measuring, and Remediating Vulnerabilities in Email Sender Validation",https://doi.org/10.1145/3517745.3561468,no,smtp scan,,,,,,,,,
imc,2022,TSPU: Russia's Decentralized Censorship System,https://doi.org/10.1145/3517745.3561461,no,tcp scan,,,,,,,,,
imc,2022,What Factors Affect Targeting and Bids in Online Advertising? A Field Measurement Study,https://doi.org/10.1145/3517745.3561460,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,JavaScript Analysis,no,Measurements,
ndss,2010,A Systematic Characterization of IM Threats using Honeypots.,,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Measurements,
ndss,2010,FLAX: Systematic Discovery of Client-side Validation Vulnerabilities in Rich Web Applications.,,no,no crawl,,,,,,,,,
ndss,2010,Large-Scale Automatic Classification of Phishing Pages.,https://storage.googleapis.com/pub-tools-public-publication-data/pdf/35580.pdf,yes,,Homepage,Homepage,Homepage,Homepage,render,Predefined URL List,no,Cybercrime,
ndss,2010,Preventing Capability Leaks in Secure JavaScript Subsets.,https://www.ndss-symposium.org/ndss2010/preventing-capability-leaks-secure-javascript-subsets,no,manual,,,,,,,,,
ndss,2011,Automated Discovery of Parameter Pollution Vulnerabilities in Web Applications.,,yes,,URL,Unspecified,3,None,render,,,"Web Security, Measurements",
ndss,2011,EXPOSURE: Finding Malicious Domains Using Passive DNS Analysis.,,no,no crawl,,,,,,,,,
ndss,2011,HTTPOS: Sealing Information Leaks with Browser-side Obfuscation of Encrypted Flows.,https://www.ndss-symposium.org/wp-content/uploads/2017/09/luo.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Fingerprinting,yes,"Web Security, Fingerprinting, Privacy",
ndss,2011,WebShield: Enabling Various Web Defense Techniques without Client Side Modifications.,https://users.cs.northwestern.edu/~ychen/Papers/WebShield.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Breakage,yes,Web Security,
ndss,2012,Ghost Domain Names: Revoked Yet Still Resolvable.,,no,dns scan,,,,,,,,,
ndss,2012,Host Fingerprinting and Tracking on the Web: Privacy and Security Implications.,,no,no crawl,,,,,,,,,
ndss,2012,Towards Online Spam Filtering in Social Networks.,,no,custom app crawl,,,,,,,,,
ndss,2012,WarningBird: Detecting Suspicious URLs in Twitter Stream.,https://sangho2.github.io/papers/lee:warningbird.pdf,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Predefined URL List,no,Cybercrime,
ndss,2013,Behind the Scenes of Online Attacks: an Analysis of Exploitation Behaviors on the Web.,,no,honeypot for crawlers,,,,,,,,,
ndss,2013,CAMP: Content-Agnostic Malware Protection.,,no,no crawl,,,,,,,,,
ndss,2013,Clickonomics: Determining the Effect of Anti-Piracy Measures for One-Click Hosting.,,yes,,URL,Unspecified,None,None,Unspecified,,,Measurements,
ndss,2013,Intention and Origination: An Inside Look at Large-Scale Bot Queries.,,no,no crawl,,,,,,,,,
ndss,2013,Juice: A Longitudinal Study of an SEO Botnet.,,yes,,URL,Search-based,N/A,Unspecified,Unspecified,,,Cybercrime,
ndss,2013,NEIGHBORWATCHER: A Content-Agnostic Comment Spam Inference System.,,yes,,URL,Unspecified,None,None,Unspecified,,,Cybercrime,
ndss,2013,rBridge: User Reputation based Tor Bridge Distribution with Privacy Preservation.,,no,no crawl,,,,,,,,,
ndss,2013,The Core of the Matter: Analyzing Malicious Traffic in Cellular Carriers.,,no,no crawl,,,,,,,,,
ndss,2013,The Postman Always Rings Twice: Attacking and Defending postMessage in HTML5 Websites.,https://www.ndss-symposium.org/ndss2013/postman-always-rings-twice-attacking-and-defending-postmessage-html5-websites,yes,,Homepage,Homepage,Homepage,Homepage,"OnLoad, DOMContentLoaded",JavaScript Analysis,yes,"Web Security, Measurements",
ndss,2014,CyberProbe: Towards Internet-Scale Active Detection of Malicious Servers.,,yes,,Homepage,Homepage,Homepage,Homepage,Unspecified,Website Probing,no,"Web Security, Malware",
ndss,2014,DSpin: Detecting Automatically Spun Content on the Web.,,no,custom app crawl,,,,,,,,,
ndss,2014,Enhanced Certificate Transparency and End-to-End Encrypted Mail.,https://www.ndss-symposium.org/ndss2014/enhanced-certificate-transparency-and-end-end-encrypted-mail,no,,,,,,,,,,
ndss,2014,Gyrus: A Framework for User-Intent Monitoring of Text-based Networked Applications.,,no,manual,,,,,,,,,
ndss,2014,On the Mismanagement and Maliciousness of Networks.,,no,dns/tls scan,,,,,,,,,
ndss,2014,Selling off User Privacy at Auction.,https://www.ndss-symposium.org/wp-content/uploads/2017/09/05_5_0.pdf,yes,,Homepage,Homepage,Homepage,Homepage,5 sec,JavaScript Analysis,yes,"Web Security, Privacy",
ndss,2014,The Tangled Web of Password Reuse.,,no,manual,,,,,,,,,
ndss,2014,Web PKI: Closing the Gap between Guidelines and Practices.,,no,tls scan,,,,,,,,,
ndss,2015,Bloom Cookies: Web Search Personalization without User Tracking.,,no,no crawl,,,,,,,,,
ndss,2015,I Do Not Know What You Visited Last Summer: Protecting users from stateful third-party web tracking with TrackingFree browser.,https://www.ndss-symposium.org/ndss2015/i-do-not-know-what-you-visited-last-summer-protecting-users-third-party-web-tracking,yes,,Unspecified,Random,Unspecified,5,onload,,,"Web Security, Privacy",
ndss,2015,No More Gotos: Decompilation Using Pattern-Independent Control-Flow Structuring and Semantic-Preserving Transformations.,,no,no crawl,,,,,,,,,
ndss,2015,Opaque Control-Flow Integrity.,https://www.ndss-symposium.org/ndss2015/opaque-control-flow-integrity,no,,,,,,,,,,
ndss,2015,Parking Sensors: Analyzing and Detecting Parked Domains.,,yes,,Homepage,Homepage,Homepage,Homepage,onload,Website Probing,no,"Web Security, Measurements",
ndss,2015,Preventing Use-after-free with Dangling Pointers Nullification.,,no,no crawl,,,,,,,,,
ndss,2015,Principled Sampling for Anomaly Detection.,,yes,,URL,BFS,None,None,Unspecified,,,Malware,
ndss,2015,Run-time Monitoring and Formal Analysis of Information Flows in Chromium.,,no,manual,,,,,,,,,
ndss,2015,Seven Months' Worth of Mistakes: A Longitudinal Study of Typosquatting Abuse.,We,yes,,Homepage,Homepage,Homepage,Homepage,10 seconds,Website Probing,no,"Web Security, Measurements, Cybercrime",
ndss,2015,Upgrading HTTPS in mid-air: An empirical study of strict transport security and key pinning.,,yes,,None,BFS,1,None,onload,,,"Web Security, Measurements",
ndss,2016,A Simple Generic Attack on Text Captchas,,no,no crawl,,,,,,,,,
ndss,2016,Attack Patterns for Black-Box Security Testing of Multi-Party Web Applications,,yes,,Unspecified,Rule-based,Unspecified,Unspecified,Unspecified,,,Web Security,
ndss,2016,"Cache, Trigger, Impersonate:  Enabling Context-Sensitive Honeyclient Analysis On-the-Wire",,no,no crawl,,,,,,,,,
ndss,2016,CDN-on-Demand:  An affordable DDoS Defense via Untrusted Clouds,https://www.ndss-symposium.org/wp-content/uploads/2017/09/cdn-on-demand-affordable-ddos-defense-via-untrusted-clouds.pdf,yes,,Homepage,Homepage,Homepage,Homepage,onload,Browser Performance,yes,Network Security,
